"","EIN","NAME","ICO","STREET","CITY","STATE","ZIP","GROUP","SUBSECTION","AFFILIATION","CLASSIFICATION","RULING","DEDUCTIBILITY","FOUNDATION","ACTIVITY","ORGANIZATION","STATUS","TAX_PERIOD","ASSET_CD","INCOME_CD","FILING_REQ_CD","PF_FILING_REQ_CD","ACCT_PD","ASSET_AMT","INCOME_AMT","REVENUE_AMT","NTEE_CD","totcntrbgfts","totprgmrevnue","invstmntinc","txexmptbndsproceeds","royaltsinc","netrntlinc","netgnls","netincfndrsng","netincgaming","netincsales","miscrevtot11e","totrevenue","grntstogovt","grnsttoindiv","grntstofrgngovt","benifitsmembrs","compnsatncurrofcr","compnsatnandothr","othrsalwages","pensionplancontrb","othremplyeebenef","payrolltx","feesforsrvcmgmt","legalfees","accntingfees","feesforsrvclobby","profndraising","feesforsrvcinvstmgmt","feesforsrvcothr","advrtpromo","officexpns","infotech","royaltsexpns","occupancy","travel","travelofpublicoffcl","converconventmtng","interestamt","pymtoaffiliates","deprcatndepletn","insurance","othrexpnsa","othrexpnsb","othrexpnsc","othrexpnsd","othrexpnse","totfuncexpns","totassetsend","totliabend","retainedearnend","totnetassetend","totnetliabastend"
"550",454313590,"OUR MINDS MATTER","% LAUREN ANDERSON","1550 WILSON BLVD STE 700","ARLINGTON","VA","22209-2490",0,3,3,1000,201309,1,15,0,1,1,202306,6,6,1,0,6,1247644,1540711,1198953,"F70",1237764,0,4586,0,0,0,41075,-15569,0,0,0,1267856,0,0,0,0,85916,0,67251,0,0,10272,0,0,20546,0,0,5950,40615,1039,29176,0,0,20585,2169,0,1753,0,0,0,1519,479,0,0,0,0,287270,1044306,29054,0,1015252,1044306
"551",454322705,"RICHMOND AUTISM INTEGRATION NETWORK","% ROBIN M DAVIS","7250 PATTERSON AVE","RICHMOND","VA","23229-6751",0,3,3,1000,201311,1,15,0,1,1,202212,3,3,1,0,12,32822,81239,81239,"G84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",454512960,"VIRGINIA LIONS DISTRICT 24B MOBILE HEALTH UNIT COMMITTEE INC","% WINSTON W HARRELL","3830 OLD GUN RD E","MIDLOTHIAN","VA","23113-1336",0,3,3,1000,201311,1,15,0,1,1,202306,3,1,2,0,6,57865,6418,6418,"E80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",454546778,"NATIONAL ASSOCIATION FOR CHRISTIAN RECOVERY","% JOE OWEN","563 SOUTHLAKE BLVD","N CHESTERFLD","VA","23236-3074",0,3,3,2000,201210,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"F20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",454549613,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096",3284,3,9,1000,199102,1,16,0,5,1,202309,0,0,2,0,9,0,0,0,"E66X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",454584955,"NATIONAL SPORTS MEDICINE FOUNDATION INC","% TIMOTHY S JOHNSON","19455 DEERFIELD AVE STE 306","LANSDOWNE","VA","20176-8102",0,3,3,2800,201601,1,15,0,1,1,202312,0,0,2,0,12,0,0,0,"H05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",454667689,"FAMILY HEALING PLACE FOR VETERANS","% DENNIS DAMIENS","170 EASTLAND CREEK DR","BOYDTON","VA","23917-3744",0,3,3,1000,201308,1,15,0,1,1,202112,0,0,2,0,12,0,0,0,"E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",454700737,"ASSOCIATION OF PHYSICIANS OF PAKISTANI DESCENT OF NORTH AMERICA","% SYED WASIMUL HAQUE","26731 FAIR HOPE WAY","CHANTILLY","VA","20152-0000",0,3,3,1000,201309,1,15,0,1,1,202212,3,4,1,0,12,34660,191187,191187,"E12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",454709243,"SADIE SMILE FOUNDATION","% SARA ABIARD","PO BOX 2393","PURCELLVILLE","VA","20134-2393",0,3,3,1000,201304,1,15,0,1,1,202212,3,3,1,0,12,75277,95940,95940,"E126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",454756162,"COMMITTEE FOR TACTICAL EMERGENCY CASUALTY CARE","% EDWARD REED SMITH","19309 WINMEADE DRIVE SUITE 420","LEESBURG","VA","20176-6507",0,3,3,1000,201306,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"E19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",454782324,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096",3284,3,9,1000,199102,1,16,0,5,1,202309,0,0,2,0,9,0,0,0,"E66X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",454959306,"FRAMEWORK HEALTH","","22 MICAH CT","STAUNTON","VA","24401-6549",0,3,3,2000,201502,1,4,0,1,1,201912,1,0,0,1,12,1,0,NA,"E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",454983293,"FRIENDSHIP HEALTH AND REHAB CENTER SOUTH INC","% C MICHAEL SHANNON","367 HERSHBERGER RD","ROANOKE","VA","24012-1983",0,3,3,1000,201402,1,16,0,1,1,202206,8,8,1,0,6,18559390,15562461,15531825,"E91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",454997936,"OMMAMA RESOURCE CENTER INC","% LESLIE LYTLE","PO BOX 7109","RICHMOND","VA","23221-0109",0,3,3,1000,201309,1,16,0,1,1,202302,3,4,1,0,2,51241,106280,106280,"E40",63543,12309,0,0,0,0,0,0,0,0,0,75852,0,0,0,0,26500,0,8462,0,0,2645,0,0,1030,0,0,0,14642,965,394,2524,0,384,0,0,3005,0,0,0,793,490,260,123,0,0,62217,44794,22,0,44772,44794
"564",455100707,"BIKE WILLIAMSBURG","","PO BOX 222","WILLIAMSBURG","VA","23187-0222",0,3,3,1000,201406,1,15,0,1,1,202212,3,3,1,0,12,59230,78309,74224,"E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",455287437,"TEAM VIRGINIA TGA","% RICHARD G EITZEL","4311 RIDGEWOOD CENTER DR","WOODBRIDGE","VA","22192-5308",0,3,3,2100,201405,1,15,0,5,1,202212,0,0,2,0,12,0,0,0,"E196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",455309694,"THE WES STRONG FOUNDATION","% LORI KINCADE","PO BOX 2514","YORKTOWN","VA","23692-5514",0,3,3,1000,201412,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",455312680,"LYSOSOMAL AND RARE DISORDERS RESEARCH AND TREATMENT CENTER INC","% UYEN-SA BEESE","3702 PENDER DR STE 170","FAIRFAX","VA","22030-6066",0,3,3,1200,202107,1,15,0,1,1,202212,6,6,1,0,12,2144032,3020151,3020151,"H80",375235,0,0,0,0,0,0,0,0,0,0,375235,0,0,0,0,0,0,77349,0,0,0,46736,9979,3680,0,0,0,0,401,12262,0,0,56558,32427,0,0,5061,0,25944,2302,66165,3291,1000,3194,4322,350671,90619,106645,-16026,-16026,90619
"568",455338756,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096",3284,3,9,1000,199102,1,16,0,5,1,202309,0,0,2,0,9,0,0,0,"E66Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",455364396,"DEVELOPMENTAL DISABILITIES HEALTH ALLIANCE","% RICHARD BARVABAS-TUMUTENDE","PO BOX 342","CENTREVILLE","VA","20122-0342",0,3,3,1000,201312,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,"E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",455377323,"AGAPE INNER HEALING MINISTRY","% MULUEMBATE BELAYHUN","6420 WARREN POINT CT","ALEXANDRIA","VA","22315-5569",0,3,3,1000,201209,1,15,0,1,1,202012,1,1,2,0,12,1,3322,3322,"F60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",455426039,"STILLBRAVE CHILDHOOD CANCER FOUNDATION","% THOMAS MITCHELL","145 WHITES LANDING RD","LINDEN","VA","22642-6632",0,3,3,1000,201210,1,15,0,1,1,202212,4,4,1,0,12,152341,222567,205841,"G30",210163,0,0,0,0,0,0,0,0,0,0,210163,0,0,0,0,60000,0,3832,0,0,0,0,0,2095,0,0,0,0,1209,4854,1732,0,60000,10386,0,0,0,0,8577,0,32143,11539,2237,9256,0,235128,189636,0,0,189636,189636
"572",455588875,"JUST COMPASSION","% JOY HEATON","3000 SCARSBOROUGH DRIVE","RICHMOND","VA","23235-0000",0,3,3,1000,201209,1,15,0,1,1,202306,3,1,2,0,6,62126,6840,6840,"E32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",455614522,"ASC QUALITY COLLABORATION INC","% DONNA SLOSBURG","277 S WASHINGTON ST STE 375","ALEXANDRIA","VA","22314-5046",0,3,3,1200,201408,1,16,0,1,1,202212,4,4,1,0,12,474897,253451,253451,"E60",0,236250,158,0,0,0,0,0,0,0,0,236408,0,0,0,0,0,0,0,0,0,0,178200,0,9488,0,0,0,70390,0,269,20248,0,0,0,0,0,0,0,0,0,3125,0,0,0,0,281720,530937,154277,0,376660,530937
"574",460496846,"AHOPE FOR CHILDREN","","4202 MAPLE TREE COURT","ALEXANDRIA","VA","22304-0000",0,3,3,1000,200212,1,15,0,1,1,202212,2,4,1,0,12,17631,281237,281237,"E99",310672,0,0,0,0,0,0,0,0,0,0,310672,0,0,261000,0,0,0,0,0,0,0,0,0,13605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21403,2469,1487,925,0,301701,20499,0,20499,20499,20499
"575",460559442,"HEALTH & AWARENESS","% WALLACE S GREEN SR","2112 BARTEN CT","VIRGINIA BCH","VA","23464-8217",0,3,3,2000,201309,1,15,0,1,1,202312,0,0,2,0,12,0,0,0,"E192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",460567195,"NATIONAL HOME INFUSION FOUNDATION","% STEVE JURICH","1600 DUKE ST STE 410","ALEXANDRIA","VA","22314-3421",0,3,3,1000,201311,1,15,0,1,1,202212,4,4,1,0,12,199335,109552,109552,"E92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",460739833,"HEALTHEWAY INC","% MARIANN YEAGER","8300 BOONE BLVD STE 500","VIENNA","VA","22182-2681",0,3,3,1000,201410,1,16,0,1,1,202212,8,7,1,0,12,16604569,9893660,9893660,"E05",0,8869784,18583,0,0,0,0,0,0,0,21318,8909685,0,0,0,0,0,0,0,0,0,0,2747319,153444,105655,0,0,0,1230462,169509,34929,1700265,0,0,10029,0,36189,0,0,567000,64449,36000,870,25,0,0,6856145,13654892,5193868,0,8461024,13654892
"578",460761549,"CHAS FOUNDATION","% THE CHAS FOUNDATION","7400 HAMPTON BLVD","NORFOLK","VA","23505-1775",0,3,3,1000,201304,1,15,0,1,1,202212,3,4,1,0,12,72706,129685,111362,"F80",135474,0,11,0,0,0,0,8000,0,0,0,143485,100,0,0,0,78241,0,23226,0,5762,7763,0,0,1400,0,0,0,0,4400,642,5718,0,2700,741,0,848,0,0,0,547,7002,2369,1838,657,0,144816,120358,124,0,120234,120358
"579",460806434,"LA LECHE LEAGUE INTERNATIONAL INC","% TABITHA BECK","3421 GROVETON ST","ALEXANDRIA","VA","22306-1549",6316,3,9,1200,201705,1,16,59120000,1,1,202303,0,0,2,0,3,0,0,0,"E014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",460828163,"AIKYA RESEARCH FOUNDATION INC","% DEEPAK VISHWANATHAN","25479 WOODBINE FARM DR","CHANTILLY","VA","20152-3245",0,3,3,1000,201410,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,"F30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",460904646,"CITYVIEW CHURCH","","25050 RIDING PLZ STE 130 PMB 641","CHANTILLY","VA","20152-5926",0,3,3,7000,201311,1,10,0,1,1,NA,0,0,6,0,7,NA,NA,NA,"G30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",460951472,"CARE NET FOUNDATION","% LAWRENCE A BREEDEN","44180 RIVERSIDE PKWY STE 200","LANSDOWNE","VA","20176-1709",0,3,3,1000,201310,1,21,0,1,1,202306,6,1,2,0,6,3002947,30,30,"E111",1756760,0,14,0,0,0,0,0,0,0,0,1756774,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4296,2696504,15375,0,2681129,2696504
"583",460982847,"THE PARENT ADVOCACY & ADVISORY COUNCIL OF SOUTHWEST VIRGINIA","","1829 CHILDRESS RD","WILLIS","VA","24380-4849",0,3,3,1000,201406,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,"G99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",460997432,"SHEPHERDS CENTER OF MCLEAN-ARLINGTON-FALLS CHURCH","% EDWARD L SCHROCK","1205 DOLLEY MADISON BLVD","MCLEAN","VA","22101-3019",0,3,3,1000,201402,1,16,0,1,1,202312,0,0,2,0,12,0,0,0,"G94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",461000538,"HEALING IN THE HILLS","% AMANDA SEXTON","3078 LITTLE PRATER RD","GRUNDY","VA","24614-6862",0,3,3,1200,201301,1,15,0,1,1,202306,0,0,2,0,6,0,0,0,"E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",461016375,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096",3284,3,9,1000,199102,1,16,0,5,1,202309,0,0,2,0,9,0,0,0,"E66Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",461026294,"MADDY WAGON INC","% ROSEMARY LAW","1 MARKHAM WAY","STAFFORD","VA","22556-6559",0,3,3,1000,201812,1,4,0,1,1,202212,1,1,0,1,12,4324,6082,NA,"G30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",461032182,"LANIE S HOPE","","200 WHISTLEWOOD CT","LYNCHBURG","VA","24502-4680",0,3,3,1000,201512,1,15,0,1,1,202312,0,0,2,0,12,0,0,0,"F54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",461065582,"LL WHOLESTIC HEALTH SERVICES","% LISHAN KASSA","6395 LITTLE RIVER TPKE","ALEXANDRIA","VA","22312-5003",0,3,3,1000,201612,1,16,0,1,1,202212,2,4,1,0,12,12553,129541,129541,"E50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",461152391,"TAKE CARE COMMUNITY OUTREACH INC","% CECELIA LOCKETT","13021 BRIERLY FOREST CT","MANASSAS","VA","20112-8869",0,3,3,2100,201304,1,15,0,1,1,202112,0,0,2,0,12,0,0,0,"E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",461182190,"PCOS AWARENESS ASSOCIATION","% MEGAN STEWART","2215 PLANK RD 234","FREDERICKSBURG","VA","22401-5226",0,3,3,1000,201406,1,15,0,1,1,202012,3,4,1,0,12,76700,108000,108000,"H40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",461193930,"THE HEALING PLACE OF HAMPTON ROADS","% THE PLANNING COUNCIL","805 W RIVERVIEW DR","SUFFOLK","VA","23434-4929",0,3,3,1000,201307,1,16,0,1,1,202106,0,0,2,0,6,0,0,0,"F22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",461402120,"BRIDLE PATHS","% KATHLEEN FALLON","17160 SPRING CREEK LN","LEESBURG","VA","20176-6207",0,3,3,1200,201407,1,16,0,1,1,202212,4,4,1,0,12,121706,176508,175742,"E50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",461429619,"MLC CANCER FOUNDATION INC","% PATRICIA A VIA","245 JOHN SPENCER RD","MARTINSVILLE","VA","24112-0000",0,3,3,1000,201705,1,15,0,1,1,202212,3,3,2,0,12,68229,34089,34089,"G30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",461465348,"MEDICAL DEVICE INNOVATION CONSORTIUM","% WILLIAM V MURRAY","1655 FORT MYER DR FL 12","ARLINGTON","VA","22209-3113",0,3,3,1200,201403,1,16,0,1,1,202212,8,8,1,0,12,11514040,11703243,10710909,"H99",16657002,235825,14543,0,0,0,0,0,0,0,786,16908156,0,0,0,0,1698535,0,4194615,234020,407438,406816,0,101643,31394,0,0,0,4555508,70708,78693,287194,0,487666,6917,0,126221,0,0,0,0,2493905,117139,106453,25595,0,15430460,8765414,2396264,0,6369150,8765414
"596",461511243,"HORIZON OPPORTUNITIES INC","% THEODORE J CRADDOCK","PO BOX 6320","LYNCHBURG","VA","24505-6320",0,3,3,1000,201311,1,17,0,1,1,202206,7,5,1,0,6,9913178,925544,66491,"E02",8399,0,0,0,0,-27006,0,-130,0,0,0,-18737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33220,0,0,0,0,0,0,0,0,0,0,0,0,2500,420,42,35,0,36217,8798209,8136700,661509,661509,8798209
"597",461521290,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096",3284,3,9,1000,199102,1,16,0,5,1,202309,0,0,2,0,9,0,0,0,"E66Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",461547130,"INSTITUTE FOR FOOT AND ANKLE ADVANCEMENT INC","% JANA FOOR","2922 TELESTAR CT","FALLS CHURCH","VA","22042-1206",0,3,3,1000,201409,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"E05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
